"matchid","platform","mapname","gamemode","max_roundnumber","count_rows","team0_role_firstround","team1_role_firstround","team0_user_attributes_firstround","team1_user_attributes_firstround","team0_user_attributes_lastround","team1_user_attributes_lastround","team0_changed","team0_deltasize","team0_startsize","team1_changed","team1_deltasize","team1_startsize","max_count_rows","team0_role_count_round_won","team1_role_count_round_won","team0_meanlevel","team0_stdlevel","team0_skillranks","team1_meanlevel","team1_stdlevel","team1_skillranks","deltateam_meanlevel","deltateam_stdlevel","deltateam_skillranks_ed","abs_deltateam_meanlevel","abs_deltateam_stdlevel","teamreference_won","date","weekdate","patch","dateid"
"468245361","PS4","YACHT","PvP � SECURE AREA","6","60","Attacker","Defender","[[Unranked, 48], [Copper, 46], [Unranked, 49], [Gold, 59], [Gold, 96]]","[[Gold, 113], [Unranked, 12], [Gold, 63], [Gold, 124], [Gold, 122]]","[[Gold, 59], [Gold, 96], [Unranked, 49], [Unranked, 48], [Copper, 46]]","[[Gold, 63], [Unranked, 12], [Gold, 113], [Gold, 124], [Gold, 122]]","0","0","5","0","0","5","5","2","4","59.6","18.746733","[2, 1, 0, 0, 2, 0, 0]","86.8","43.52195","[1, 0, 0, 0, 4, 0, 0]","-27.200005","-24.775217","2.4494898","27.200005","24.775217","0","2017-02-14 00:00:00.000","7","2.1.0","20170214"
"1959014221","PS4","CLUB HOUSE","PvP � BOMB","8","73","Attacker","Defender","[[Gold, 65], [Unranked, 6], [Gold, 16], [Unranked, 6], [Gold, 95]]","[[Gold, 206], [Platinum, 212], [Silver, 136], [Gold, 87], [Gold, 160]]","[[Gold, 95], [Unranked, 6], [Gold, 65], [Gold, 16]]","[[Gold, 206], [Silver, 136], [Gold, 160], [Platinum, 212], [Gold, 87]]","1","-1","5","0","0","5","5","3","5","37.6","36.08102","[2, 0, 0, 0, 3, 0, 0]","160.2","46.313713","[0, 0, 0, 1, 3, 1, 0]","-122.6","-10.232693","2.4494898","122.6","10.232693","0","2017-04-01 00:00:00.000","13","2.1.2","20170401"
"1377118001","PS4","CLUB HOUSE","PvP � SECURE AREA","8","68","Attacker","Defender","[[Gold, 191], [Gold, 133], [Gold, 126], [Unranked, 5]]","[[Gold, 149], [Gold, 124], [Gold, 159], [Gold, 171]]","[[Unranked, 5], [Unranked, 30], [Gold, 133], [Gold, 126], [Gold, 191]]","[[Gold, 159], [Gold, 171], [Gold, 149]]","1","1","4","1","-1","4","5","3","5","113.75","67.666","[1, 0, 0, 0, 3, 0, 0]","150.75","17.297037","[0, 0, 0, 0, 4, 0, 0]","-37.0","50.368965","1.4142135","37.0","50.368965","0","2017-04-26 00:00:00.000","17","2.1.3","20170426"
"326433461","XONE","PLANE","PvP � SECURE AREA","8","80","Attacker","Defender","[[Gold, 73], [Bronze, 95], [Gold, 90], [Gold, 47], [Silver, 87]]","[[Unranked, 35], [Silver, 51], [Gold, 117], [Gold, 56], [Gold, 13]]","[[Gold, 90], [Gold, 73], [Bronze, 95], [Silver, 87], [Gold, 47]]","[[Gold, 13], [Gold, 56], [Unranked, 35], [Gold, 117], [Silver, 51]]","0","0","5","0","0","5","5","3","5","78.4","17.31589","[0, 0, 1, 1, 3, 0, 0]","54.4","34.707924","[1, 0, 0, 1, 3, 0, 0]","24.0","-17.392035","1.4142135","24.0","17.392035","0","2017-03-25 00:00:00.000","12","2.1.2","20170325"
"378391161","PS4","SKYSCRAPER","PvP � SECURE AREA","5","46","Attacker","Defender","[[Bronze, 114], [Silver, 150], [Bronze, 43], [Bronze, 112]]","[[Copper, 84], [Silver, 75], [Bronze, 111], [Bronze, 106]]","[[Copper, 142], [Bronze, 114], [Silver, 150], [Bronze, 112], [Bronze, 43]]","[[Bronze, 106], [Silver, 75], [Bronze, 83], [Copper, 84], [Bronze, 111]]","1","1","4","1","1","4","5","1","4","104.75","38.7258","[0, 0, 3, 1, 0, 0, 0]","94.0","14.949917","[0, 1, 2, 1, 0, 0, 0]","10.75","23.775883","1.4142135","10.75","23.775883","0","2017-05-02 00:00:00.000","18","2.1.3","20170502"
"3868472209","PS4","CLUB HOUSE","PvP � SECURE AREA","9","81","Attacker","Defender","[[Gold, 98], [Gold, 124], [Gold, 90], [Gold, 78]]","[[Gold, 130], [Gold, 131], [Gold, 111], [Gold, 87], [Gold, 124]]","[[Gold, 78], [Gold, 98], [Gold, 90], [Gold, 124]]","[[Gold, 111], [Gold, 130], [Gold, 124], [Gold, 131], [Gold, 87]]","0","0","4","0","0","5","5","5","4","97.5","16.874537","[0, 0, 0, 0, 4, 0, 0]","116.6","16.426807","[0, 0, 0, 0, 5, 0, 0]","-19.099998","0.4477291","1.0","19.099998","0.4477291","1","2017-03-14 00:00:00.000","11","2.1.1","20170314"
"960466641","PS4","BANK","PvP � SECURE AREA","5","48","Attacker","Defender","[[Gold, 28], [Unranked, 130], [Gold, 96], [Unranked, 39], [Gold, 155]]","[[Silver, 98], [Gold, 37], [Silver, 90], [Gold, 116], [Gold, 116]]","[[Unranked, 39], [Gold, 96], [Gold, 28], [Gold, 155], [Unranked, 130]]","[[Gold, 116], [Gold, 37], [Gold, 116], [Silver, 98], [Gold, 109]]","0","0","5","1","0","5","5","1","4","89.6","49.60887","[2, 0, 0, 0, 3, 0, 0]","91.4","29.03515","[0, 0, 0, 2, 3, 0, 0]","-1.800003","20.57372","2.828427","1.800003","20.57372","0","2017-02-27 00:00:00.000","9","2.1.1","20170227"
"3818480649","PC","CLUB HOUSE","PvP � SECURE AREA","4","40","Attacker","Defender","[[Unranked, 79], [Silver, 61], [Unranked, 51], [Silver, 40], [Silver, 58]]","[[Silver, 129], [Silver, 91], [Silver, 100], [Copper, 109], [Silver, 35]]","[[Unranked, 79], [Silver, 40], [Silver, 58], [Unranked, 51], [Silver, 61]]","[[Silver, 100], [Copper, 109], [Silver, 35], [Silver, 129], [Silver, 91]]","0","0","5","0","0","5","5","0","4","57.8","12.8280945","[2, 0, 0, 3, 0, 0, 0]","92.8","31.523958","[0, 1, 0, 4, 0, 0, 0]","-35.000004","-18.695864","2.4494898","35.000004","18.695864","0","2017-05-14 00:00:00.000","20","2.1.3","20170514"
"2855501129","XONE","BORDER","PvP � HOSTAGE","6","52","Attacker","Defender","[[Unranked, 84], [Unranked, 94], [Gold, 117], [Gold, 108]]","[[Gold, 59], [Gold, 102], [Unranked, 106], [Gold, 54]]","[[Gold, 117], [Unranked, 94], [Gold, 108], [Unranked, 84]]","[[Gold, 104], [Gold, 59], [Gold, 54], [Unranked, 106], [Gold, 102]]","0","0","4","1","1","4","5","4","2","100.75","12.676257","[2, 0, 0, 0, 2, 0, 0]","80.25","23.85765","[1, 0, 0, 0, 3, 0, 0]","20.5","-11.181394","1.4142135","20.5","11.181394","1","2017-02-13 00:00:00.000","7","2.1.0","20170213"
"2997907569","XONE","CONSULATE","PvP � SECURE AREA","1","10","Attacker","Defender","[[Silver, 42], [Silver, 36], [Gold, 21], [Silver, 118], [Silver, 74]]","[[Silver, 34], [Bronze, 109], [Silver, 38], [Silver, 147], [Silver, 162]]","[[Silver, 42], [Silver, 36], [Gold, 21], [Silver, 118], [Silver, 74]]","[[Silver, 34], [Bronze, 109], [Silver, 38], [Silver, 147], [Silver, 162]]","0","0","5","0","0","5","5","0","1","58.2","34.539253","[0, 0, 0, 4, 1, 0, 0]","98.0","53.50514","[0, 0, 1, 4, 0, 0, 0]","-39.8","-18.965885","1.4142135","39.8","18.965885","0","2017-05-01 00:00:00.000","18","2.1.3","20170501"
"3624120089","PS4","CONSULATE","PvP � HOSTAGE","5","49","Attacker","Defender","[[Silver, 103], [Copper, 53], [Silver, 79], [Bronze, 83], [Bronze, 110]]","[[Bronze, 34], [Copper, 73], [Bronze, 62], [Bronze, 48], [Bronze, 56]]","[[Silver, 103], [Bronze, 110], [Copper, 53], [Silver, 79], [Bronze, 83]]","[[Bronze, 34], [Copper, 73], [Bronze, 48], [Bronze, 62], [Bronze, 56]]","0","0","5","0","0","5","5","4","1","85.6","20.055922","[0, 1, 2, 2, 0, 0, 0]","54.6","13.139255","[0, 1, 4, 0, 0, 0, 0]","31.0","6.916667","2.828427","31.0","6.916667","1","2017-03-17 00:00:00.000","11","2.1.2","20170317"
"3083250049","PC","BORDER","PvP � SECURE AREA","9","85","Attacker","Defender","[[Silver, 107], [Gold, 49], [Bronze, 52], [Silver, 63], [Silver, 60]]","[[Silver, 172], [Gold, 98], [Silver, 85], [Bronze, 94], [Silver, 122]]","[[Silver, 107], [Gold, 49], [Silver, 63], [Bronze, 52], [Silver, 60]]","[[Silver, 122], [Gold, 98], [Silver, 172], [Bronze, 94]]","0","0","5","1","-1","5","5","5","4","66.2","21.027601","[0, 0, 1, 3, 1, 0, 0]","114.2","31.384073","[0, 0, 1, 3, 1, 0, 0]","-48.0","-10.356472","0.0","48.0","10.356472","1","2017-05-05 00:00:00.000","18","2.1.3","20170505"
"3387403129","PS4","CHALET","PvP � BOMB","6","60","Attacker","Defender","[[Bronze, 67], [Bronze, 72], [Bronze, 117], [Bronze, 22], [Bronze, 84]]","[[Bronze, 50], [Bronze, 80], [Bronze, 95], [Bronze, 116], [Copper, 79]]","[[Bronze, 67], [Bronze, 117], [Bronze, 84], [Bronze, 22], [Bronze, 72]]","[[Bronze, 95], [Bronze, 116], [Bronze, 50], [Bronze, 80], [Copper, 79]]","0","0","5","0","0","5","5","2","4","72.4","30.637232","[0, 0, 5, 0, 0, 0, 0]","84.0","21.642551","[0, 1, 4, 0, 0, 0, 0]","-11.599998","8.99468","1.4142135","11.599998","8.99468","0","2017-04-12 00:00:00.000","15","2.1.2","20170412"
"241986061","PS4","CONSULATE","PvP � SECURE AREA","6","48","Attacker","Defender","[[Silver, 105], [Silver, 38], [Gold, 105], [Silver, 120]]","[[Bronze, 79], [Silver, 110], [Platinum, 113], [Unranked, 22]]","[[Silver, 120], [Silver, 105], [Gold, 105], [Silver, 38]]","[[Bronze, 79], [Platinum, 113], [Unranked, 22], [Silver, 110]]","0","0","4","0","0","4","4","4","2","92.0","31.772629","[0, 0, 0, 3, 1, 0, 0]","81.0","36.571846","[1, 0, 1, 1, 0, 1, 0]","11.0","-4.799217","2.828427","11.0","4.799217","1","2017-05-13 00:00:00.000","19","2.1.3","20170513"
"3368936689","PS4","KANAL","PvP � BOMB","5","48","Attacker","Defender","[[Gold, 73], [Gold, 44], [Platinum, 136], [Platinum, 137], [Gold, 29]]","[[Platinum, 195], [Platinum, 137], [Platinum, 237], [Platinum, 169], [Gold, 103]]","[[Platinum, 137], [Gold, 44], [Gold, 73]]","[[Platinum, 169], [Platinum, 237], [Gold, 103], [Platinum, 137], [Platinum, 195]]","1","-2","5","0","0","5","5","1","4","83.8","45.296356","[0, 0, 0, 0, 3, 2, 0]","168.2","46.209957","[0, 0, 0, 0, 1, 4, 0]","-84.399994","-0.9136009","2.828427","84.399994","0.9136009","0","2017-04-07 00:00:00.000","14","2.1.2","20170407"
"1268117581","XONE","BANK","PvP � SECURE AREA","5","48","Attacker","Defender","[[Silver, 70], [Bronze, 80], [Copper, 91], [Bronze, 104], [Gold, 108]]","[[Silver, 62], [Bronze, 71], [Silver, 70], [Silver, 105], [Silver, 96]]","[[Silver, 70], [Copper, 91], [Bronze, 104], [Gold, 108]]","[[Silver, 70], [Silver, 62], [Silver, 96], [Bronze, 71], [Silver, 105]]","1","-1","5","0","0","5","5","1","4","90.6","14.277255","[0, 1, 2, 1, 1, 0, 0]","80.8","16.630093","[0, 0, 1, 4, 0, 0, 0]","9.799995","-2.3528376","3.4641016","9.799995","2.3528376","0","2017-04-09 00:00:00.000","15","2.1.2","20170409"
"2166279049","PC","COASTLINE","PvP � SECURE AREA","8","80","Attacker","Defender","[[Copper, 69], [Copper, 48], [Copper, 81], [Copper, 64], [Copper, 43]]","[[Copper, 92], [Copper, 51], [Copper, 122], [Copper, 64], [Copper, 35]]","[[Copper, 81], [Copper, 43], [Copper, 48], [Copper, 64], [Copper, 69]]","[[Copper, 122], [Copper, 92], [Copper, 35], [Copper, 64], [Copper, 51]]","0","0","5","0","0","5","5","3","5","61.0","13.89964","[0, 5, 0, 0, 0, 0, 0]","72.8","30.88948","[0, 5, 0, 0, 0, 0, 0]","-11.800003","-16.989841","0.0","11.800003","16.989841","0","2017-05-13 00:00:00.000","19","2.1.3","20170513"
"2373388929","PS4","OREGON","PvP � SECURE AREA","5","50","Attacker","Defender","[[Platinum, 80], [Platinum, 59], [Platinum, 220], [Platinum, 210], [Platinum, 111]]","[[Platinum, 217], [Platinum, 105], [Platinum, 125], [Platinum, 142], [Platinum, 115]]","[[Platinum, 111], [Platinum, 80], [Platinum, 210], [Platinum, 220], [Platinum, 59]]","[[Platinum, 217], [Platinum, 125], [Platinum, 142], [Platinum, 115], [Platinum, 105]]","0","0","5","0","0","5","5","1","4","136.0","66.666336","[0, 0, 0, 0, 0, 5, 0]","140.8","40.011997","[0, 0, 0, 0, 0, 5, 0]","-4.800003","26.654339","0.0","4.800003","26.654339","0","2017-02-17 00:00:00.000","7","2.1.0","20170217"
"2319246789","PS4","CONSULATE","PvP � BOMB","5","45","Attacker","Defender","[[Bronze, 102], [Bronze, 75], [Unranked, 18], [Unranked, 26], [Silver, 44]]","[[Copper, 61], [Silver, 160], [Gold, 92], [Silver, 64], [Bronze, 96]]","[[Silver, 44], [Bronze, 102], [Unranked, 26], [Unranked, 18]]","[[Copper, 61], [Silver, 160], [Gold, 92], [Bronze, 96], [Silver, 64]]","1","-1","5","0","0","5","5","1","4","53.0","31.368774","[2, 0, 2, 1, 0, 0, 0]","94.6","35.640427","[0, 1, 1, 2, 1, 0, 0]","-41.6","-4.271652","2.828427","41.6","4.271652","0","2017-04-02 00:00:00.000","14","2.1.2","20170402"
"692169761","PS4","SKYSCRAPER","PvP � SECURE AREA","6","60","Attacker","Defender","[[Copper, 83], [Bronze, 61], [Unranked, 51], [Copper, 83], [Copper, 55]]","[[Bronze, 48], [Silver, 32], [Copper, 51], [Copper, 100], [Copper, 83]]","[[Copper, 83], [Copper, 83], [Unranked, 51], [Copper, 55], [Bronze, 61]]","[[Bronze, 48], [Copper, 51], [Silver, 32], [Copper, 100], [Copper, 83]]","0","0","5","0","0","5","5","4","2","66.6","13.7637205","[1, 3, 1, 0, 0, 0, 0]","62.8","24.89498","[0, 3, 1, 1, 0, 0, 0]","3.7999992","-11.131259","1.4142135","3.7999992","11.131259","1","2017-04-18 00:00:00.000","16","2.1.2","20170418"
"2048609721","XONE","CHALET","PvP � HOSTAGE","8","80","Attacker","Defender","[[Gold, 142], [Gold, 136], [Gold, 160], [Gold, 182], [Silver, 137]]","[[Gold, 107], [Gold, 80], [Silver, 104], [Silver, 59], [Gold, 113]]","[[Silver, 137], [Gold, 160], [Gold, 136], [Gold, 142], [Gold, 182]]","[[Silver, 104], [Gold, 113], [Gold, 80], [Gold, 107], [Silver, 59]]","0","0","5","0","0","5","5","5","3","151.4","17.568153","[0, 0, 0, 1, 4, 0, 0]","92.6","20.20495","[0, 0, 0, 2, 3, 0, 0]","58.799995","-2.636797","1.4142135","58.799995","2.636797","1","2017-05-13 00:00:00.000","19","2.1.3","20170513"
"3076512229","PC","CHALET","PvP � SECURE AREA","6","58","Attacker","Defender","[[Platinum, 87], [Platinum, 124], [Platinum, 117], [Gold, 126], [Platinum, 189]]","[[Platinum, 183], [Gold, 181], [Gold, 119], [Gold, 161], [Platinum, 169]]","[[Platinum, 117], [Gold, 126], [Platinum, 87], [Platinum, 124], [Platinum, 189]]","[[Gold, 119], [Platinum, 183], [Platinum, 169], [Gold, 161], [Gold, 181]]","0","0","5","0","0","5","5","4","2","128.6","33.290237","[0, 0, 0, 0, 1, 4, 0]","162.6","23.234457","[0, 0, 0, 0, 3, 2, 0]","-34.0","10.05578","2.828427","34.0","10.05578","1","2017-02-10 00:00:00.000","6","2.1.0","20170210"
"40519621","PS4","CLUB HOUSE","PvP � SECURE AREA","6","54","Attacker","Defender","[[Silver, 187], [Copper, 87], [Silver, 133], [Gold, 90]]","[[Gold, 117], [Silver, 58], [Silver, 145], [Bronze, 90], [Copper, 98]]","[[Copper, 87], [Silver, 133], [Gold, 90], [Silver, 187]]","[[Silver, 58], [Copper, 98], [Gold, 117], [Silver, 145], [Bronze, 90]]","0","0","4","0","0","5","5","4","2","124.25","40.542416","[0, 1, 0, 2, 1, 0, 0]","101.6","28.876287","[0, 1, 1, 2, 1, 0, 0]","22.650002","11.666128","1.0","22.650002","11.666128","1","2017-03-14 00:00:00.000","11","2.1.1","20170314"
"3086370349","XONE","BANK","PvP � SECURE AREA","8","80","Attacker","Defender","[[Gold, 79], [Gold, 26], [Bronze, 103], [Copper, 90], [Bronze, 42]]","[[Silver, 75], [Bronze, 42], [Gold, 82], [Bronze, 25], [Silver, 170]]","[[Copper, 90], [Gold, 26], [Bronze, 42], [Gold, 79], [Bronze, 103]]","[[Bronze, 42], [Bronze, 25], [Silver, 170], [Gold, 82], [Silver, 75]]","0","0","5","0","0","5","5","5","3","68.0","29.223278","[0, 1, 2, 0, 2, 0, 0]","78.8","50.18127","[0, 0, 2, 2, 1, 0, 0]","-10.800003","-20.957993","2.4494898","10.800003","20.957993","1","2017-04-13 00:00:00.000","15","2.1.2","20170413"
"2678927549","PS4","FAVELAS","PvP � BOMB","3","25","Attacker","Defender","[[Silver, 84], [Silver, 91], [Gold, 120], [Bronze, 101], [Silver, 100]]","[[Gold, 126], [Silver, 94], [Bronze, 49], [Bronze, 64]]","[[Bronze, 101], [Silver, 91], [Silver, 84], [Gold, 120], [Silver, 100]]","[[Gold, 126], [Bronze, 64], [Bronze, 49]]","0","0","5","1","-1","4","5","3","0","99.2","12.122706","[0, 0, 1, 3, 1, 0, 0]","83.25","29.524355","[0, 0, 2, 1, 1, 0, 0]","15.949997","-17.40165","2.236068","15.949997","17.40165","1","2017-05-12 00:00:00.000","19","2.1.3","20170512"
"418345941","PC","HOUSE","PvP � BOMB","8","80","Attacker","Defender","[[Gold, 95], [Gold, 158], [Gold, 148], [Gold, 134], [Gold, 144]]","[[Bronze, 153], [Gold, 184], [Unranked, 77], [Gold, 173], [Unranked, 119]]","[[Gold, 134], [Gold, 148], [Gold, 95], [Gold, 158], [Gold, 144]]","[[Gold, 184], [Unranked, 77], [Unranked, 119], [Gold, 173], [Bronze, 153]]","0","0","5","0","0","5","5","3","5","135.8","21.802752","[0, 0, 0, 0, 5, 0, 0]","141.2","38.97897","[2, 0, 1, 0, 2, 0, 0]","-5.399994","-17.176218","3.7416575","5.399994","17.176218","0","2017-02-22 00:00:00.000","8","2.1.1","20170222"
"763791621","PC","OREGON","PvP � SECURE AREA","4","40","Attacker","Defender","[[Gold, 130], [Platinum, 92], [Gold, 98], [Unranked, 71], [Gold, 182]]","[[Platinum, 132], [Gold, 100], [Platinum, 66], [Gold, 82], [Platinum, 23]]","[[Unranked, 71], [Gold, 130], [Gold, 98], [Gold, 182], [Platinum, 92]]","[[Gold, 82], [Gold, 100], [Platinum, 23], [Platinum, 66], [Platinum, 132]]","0","0","5","0","0","5","5","0","4","114.6","38.64505","[1, 0, 0, 0, 3, 1, 0]","80.6","36.19724","[0, 0, 0, 0, 2, 3, 0]","34.0","2.4478111","2.4494898","34.0","2.4478111","0","2017-02-12 00:00:00.000","7","2.1.0","20170212"
"3653157929","XONE","HOUSE","PvP � SECURE AREA","6","53","Attacker","Defender","[[Bronze, 69], [Silver, 86], [Unranked, 45], [Bronze, 110], [Unranked, 49]]","[[Copper, 82], [Silver, 90], [Silver, 81], [Gold, 48], [Unranked, 49]]","[[Bronze, 69], [Bronze, 110], [Unranked, 45], [Silver, 86]]","[[Gold, 48], [Silver, 81], [Silver, 90], [Copper, 82]]","1","-1","5","1","-1","5","5","4","2","71.8","24.111408","[2, 0, 2, 1, 0, 0, 0]","70.0","17.832554","[1, 1, 0, 2, 1, 0, 0]","1.800003","6.2788544","2.828427","1.800003","6.2788544","1","2017-03-22 00:00:00.000","12","2.1.2","20170322"
"1445791521","PS4","COASTLINE","PvP � SECURE AREA","6","58","Attacker","Defender","[[Gold, 126], [Gold, 83], [Gold, 167], [Unranked, 16], [Platinum, 172]]","[[Silver, 52], [Platinum, 151], [Gold, 127], [Gold, 173], [Gold, 132]]","[[Platinum, 172], [Gold, 83], [Unranked, 16], [Gold, 167]]","[[Gold, 127], [Gold, 132], [Silver, 52], [Platinum, 151], [Gold, 173]]","1","-1","5","0","0","5","5","2","4","112.8","58.094406","[1, 0, 0, 0, 3, 1, 0]","127.0","40.846054","[0, 0, 0, 1, 3, 1, 0]","-14.199997","17.248352","1.4142135","14.199997","17.248352","0","2017-02-24 00:00:00.000","8","2.1.1","20170224"
"3710528729","XONE","CHALET","PvP � SECURE AREA","6","60","Attacker","Defender","[[Gold, 62], [Silver, 64], [Silver, 49], [Gold, 44], [Unranked, 137]]","[[Silver, 68], [Silver, 32], [Gold, 116], [Gold, 120], [Gold, 54]]","[[Silver, 64], [Gold, 44], [Unranked, 137], [Gold, 62], [Silver, 49]]","[[Silver, 32], [Silver, 68], [Gold, 120], [Gold, 116], [Gold, 54]]","0","0","5","0","0","5","5","2","4","71.2","33.76033","[1, 0, 0, 2, 2, 0, 0]","78.0","34.641018","[0, 0, 0, 2, 3, 0, 0]","-6.800003","-0.8806877","1.4142135","6.800003","0.8806877","0","2017-03-04 00:00:00.000","9","2.1.1","20170304"
"3948317629","PS4","HEREFORD BASE","PvP � SECURE AREA","8","80","Attacker","Defender","[[Gold, 82], [Unranked, 83], [Gold, 58], [Gold, 139], [Gold, 133]]","[[Unranked, 23], [Gold, 127], [Unranked, 92], [Unranked, 122], [Gold, 146]]","[[Gold, 82], [Unranked, 83], [Gold, 139], [Gold, 58], [Gold, 133]]","[[Gold, 146], [Unranked, 92], [Unranked, 122], [Gold, 127], [Unranked, 23]]","0","0","5","0","0","5","5","5","3","99.0","31.565804","[1, 0, 0, 0, 4, 0, 0]","102.0","43.132355","[3, 0, 0, 0, 2, 0, 0]","-3.0","-11.566551","2.828427","3.0","11.566551","1","2017-02-23 00:00:00.000","8","2.1.1","20170223"
"2908954589","XONE","YACHT","PvP � SECURE AREA","5","50","Attacker","Defender","[[Gold, 72], [Gold, 131], [Silver, 93], [Gold, 106], [Gold, 133]]","[[Gold, 159], [Gold, 101], [Gold, 81], [Gold, 70], [Gold, 54]]","[[Gold, 133], [Gold, 72], [Gold, 131], [Silver, 93], [Gold, 106]]","[[Gold, 101], [Gold, 54], [Gold, 81], [Gold, 159], [Gold, 70]]","0","0","5","0","0","5","5","4","1","107.0","23.125744","[0, 0, 0, 1, 4, 0, 0]","93.0","36.37032","[0, 0, 0, 0, 5, 0, 0]","14.0","-13.2445755","1.4142135","14.0","13.2445755","1","2017-05-06 00:00:00.000","18","2.1.3","20170506"
"3195247909","PS4","CHALET","PvP � SECURE AREA","9","79","Attacker","Defender","[[Copper, 73], [Copper, 30], [Copper, 15], [Copper, 34], [Copper, 91]]","[[Copper, 72], [Copper, 41], [Copper, 77], [Copper, 70]]","[[Copper, 34], [Copper, 30], [Copper, 73], [Copper, 15], [Copper, 91]]","[[Copper, 70], [Copper, 41], [Copper, 77]]","0","0","5","1","-1","4","5","5","4","48.6","28.569914","[0, 5, 0, 0, 0, 0, 0]","65.0","14.089003","[0, 4, 0, 0, 0, 0, 0]","-16.400002","14.480911","1.0","16.400002","14.480911","1","2017-04-08 00:00:00.000","14","2.1.2","20170408"
"156603821","PS4","CLUB HOUSE","PvP � BOMB","4","39","Attacker","Defender","[[Gold, 14], [Gold, 50], [Gold, 160], [Platinum, 161], [Gold, 109]]","[[Gold, 104], [Gold, 135], [Gold, 93], [Gold, 57], [Silver, 89]]","[[Gold, 50], [Gold, 14], [Platinum, 161], [Gold, 109], [Gold, 160]]","[[Gold, 57], [Gold, 135], [Gold, 104], [Silver, 89]]","0","0","5","1","-1","5","5","4","0","98.8","58.80612","[0, 0, 0, 0, 4, 1, 0]","95.6","25.152336","[0, 0, 0, 1, 4, 0, 0]","3.2000046","33.653786","1.4142135","3.2000046","33.653786","1","2017-03-07 00:00:00.000","10","2.1.1","20170307"
"2698835009","PC","BORDER","PvP � SECURE AREA","9","83","Attacker","Defender","[[Platinum, 237], [Diamond, 97], [Platinum, 148], [Platinum, 178], [Platinum, 214]]","[[Diamond, 88], [Diamond, 143], [Platinum, 200], [Platinum, 222], [Platinum, 103]]","[[Platinum, 178], [Diamond, 97], [Platinum, 237], [Platinum, 148]]","[[Platinum, 103], [Diamond, 88], [Platinum, 222], [Diamond, 143], [Platinum, 200]]","1","-1","5","0","0","5","5","5","4","174.8","49.369625","[0, 0, 0, 0, 0, 4, 1]","151.2","52.495335","[0, 0, 0, 0, 0, 3, 2]","23.600006","-3.1257095","1.4142135","23.600006","3.1257095","1","2017-04-03 00:00:00.000","14","2.1.2","20170403"
"4110871089","PS4","PLANE","PvP � BOMB","9","75","Attacker","Defender","[[Bronze, 96], [Silver, 129], [Bronze, 100], [Gold, 143], [Unranked, 61]]","[[Silver, 106], [Gold, 10], [Gold, 129], [Gold, 21], [Bronze, 98]]","[[Bronze, 100], [Gold, 143], [Silver, 129], [Unranked, 61]]","[[Bronze, 98], [Gold, 10], [Gold, 21], [Gold, 129]]","1","-1","5","1","-1","5","5","4","5","105.8","28.491402","[1, 0, 2, 1, 1, 0, 0]","72.8","48.005833","[0, 0, 1, 1, 3, 0, 0]","33.0","-19.514431","2.4494898","33.0","19.514431","0","2017-04-17 00:00:00.000","16","2.1.2","20170417"
"3666371509","PC","KAFE DOSTOYEVSKY","PvP � BOMB","4","35","Attacker","Defender","[[Bronze, 117], [Copper, 117], [Bronze, 129], [Bronze, 47]]","[[Bronze, 36], [Gold, 130], [Silver, 124], [Silver, 28], [Silver, 39]]","[[Bronze, 117], [Copper, 117], [Bronze, 129]]","[[Silver, 124], [Silver, 39], [Gold, 130], [Bronze, 36], [Silver, 28]]","1","-1","4","0","0","5","5","0","4","102.5","32.415276","[0, 1, 3, 0, 0, 0, 0]","71.4","45.57894","[0, 0, 1, 3, 1, 0, 0]","31.099998","-13.163666","3.8729835","31.099998","13.163666","0","2017-04-17 00:00:00.000","16","2.1.2","20170417"
"1713497321","XONE","CLUB HOUSE","PvP � SECURE AREA","6","55","Attacker","Defender","[[Silver, 138], [Silver, 45], [Silver, 98], [Silver, 125], [Gold, 119]]","[[Silver, 92], [Unranked, 34], [Silver, 108], [Gold, 60]]","[[Silver, 125], [Gold, 119], [Silver, 138], [Silver, 45], [Silver, 98]]","[[Silver, 92], [Silver, 108], [Gold, 60], [Unranked, 14]]","0","0","5","1","0","4","5","4","2","105.0","32.661903","[0, 0, 0, 4, 1, 0, 0]","73.5","28.613808","[1, 0, 0, 2, 1, 0, 0]","31.5","4.0480957","2.236068","31.5","4.0480957","1","2017-03-18 00:00:00.000","11","2.1.2","20170318"
"301089941","PS4","FAVELAS","PvP � BOMB","8","78","Attacker","Defender","[[Gold, 107], [Silver, 97], [Bronze, 61], [Silver, 90]]","[[Unranked, 128], [Silver, 63], [Unranked, 119], [Unranked, 83], [Bronze, 55]]","[[Gold, 107], [Silver, 206], [Silver, 90], [Silver, 97], [Bronze, 61]]","[[Unranked, 119], [Silver, 63], [Unranked, 83], [Unranked, 128], [Bronze, 55]]","1","1","4","0","0","5","5","5","3","88.75","17.122719","[0, 0, 1, 2, 1, 0, 0]","89.6","29.282076","[3, 0, 1, 1, 0, 0, 0]","-0.8499985","-12.159357","3.3166249","0.8499985","12.159357","1","2017-04-12 00:00:00.000","15","2.1.2","20170412"
